Reference code,Latitude,Longitude,"Date ""Before Present""",Standard error,Chronocultural attribution,Associated materials,Country,Site name,Associated publications,Clear LSA,Associated Lithics
LY-5948,8.3833,22.7167,2350,50,Ancient Iron Age,", Coal",CAR,Ogrotoulou,"2008 - La métallurgie du fer en Centrafrique : premiers éléments de synthèse - Revue Centrafricaine d'Anthropologie, 1",NA,NA
Beta-22493,4.0167,11.55,2360,120,Ancient Iron Age,", Coal",Cameroon,Mfomakap,"1998 - Recherches archéologiques au Cameroun méridional: résultats des prospections et hypothèses sur les phases de peuplement - In: Delneuf M., Essomba J.-M., Froment A., ed., Paléo-anthropologie en Afrique centrale. Un bilan de l'archéologie au Cameroun, L'Harmattan, p. 213-224.",NA,NA
Pa-1537,6.1333,15.3333,2360,40,Ancient Iron Age,", Coal",CAR,"Gbabiri 1, Site 77","2000 - Les occupations néolithiques dans le Nord-Ouest de la République centrafricaine - Ed. Monique Mergoil, Montagnac.",NA,NA
Gif-7563,6.1333,15.3333,2390,80,Ancient Iron Age,", Coal",CAR,"T. Balimbé 2, Site 21","1991 - Etude du megalithisme dans le Nord-Ouest de la république centrafricaine. - Thèse de doctorat des Universités, Université de Paris X - Nanterre, 2 tomes.",NA,NA
Gif-7564,6.1333,15.3333,2390,60,Ancient Iron Age,", Coal",CAR,Gbariri 1 - 77,"1991 - Etude du megalithisme dans le Nord-Ouest de la république centrafricaine. - Thèse de doctorat des Universités, Université de Paris X - Nanterre, 2 tomes.",NA,NA
OBDY-1526,6.1333,15.3333,2400,60,Ancient Iron Age,", Coal",CAR,"Gbébaya 1, Site 85","1999 - Société préhistoriques et mégalithes dans le nord-ouest de la République Centrafricaine - British Archaeological Reports 768, Cambridge Monographs in African Archaeology 46. Archeopress, Oxford.",NA,NA
Beta-16942,-0.875,9.15,2420,140,Neolithic,", Coal",Gabon,Mbilapé 4,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Gif-7518,6.1333,15.3333,2430,60,Ancient Iron Age,", Coal",CAR,"Gbayoyo, Site 39","1991 - Etude du megalithisme dans le Nord-Ouest de la république centrafricaine. - Thèse de doctorat des Universités, Université de Paris X - Nanterre, 2 tomes.",NA,NA
OBDY-584,6.1333,15.3333,2430,130,Ancient Iron Age,", Coal",CAR,"Balimbé, Site 68","1999 - Société préhistoriques et mégalithes dans le nord-ouest de la République Centrafricaine - British Archaeological Reports 768, Cambridge Monographs in African Archaeology 46. Archeopress, Oxford.",NA,NA
OBDY-1527,6.1333,15.3333,2440,40,Ancient Iron Age,", Coal",CAR,"Bouboun, Site 69","1999 - Société préhistoriques et mégalithes dans le nord-ouest de la République Centrafricaine - British Archaeological Reports 768, Cambridge Monographs in African Archaeology 46. Archeopress, Oxford.",NA,NA
Beta-17239,-0.875,9.15,2460,50,Neolithic,", Coal",Gabon,Mbilapé 4,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
OBDY-1440,6.1333,15.3333,2470,40,Ancient Iron Age,", Coal",CAR,"Balimbé 17, Site 98","1999 - Société préhistoriques et mégalithes dans le nord-ouest de la République Centrafricaine - British Archaeological Reports 768, Cambridge Monographs in African Archaeology 46. Archeopress, Oxford.",NA,NA
Gif-8600,6.1333,15.3333,2480,50,Ancient Iron Age,", Coal",CAR,"T. Balimbé 8, Site 32","1996 - Etude du mégalithisme en République centrafricaine: nouvelles découvertes de monuments à chambre dans le secteur de Ndio - Cahiers Orstom sciences humaines, 32, 2: 361-377.",NA,NA
OBDY-1507,6.1333,15.3333,2480,40,Ancient Iron Age,", Coal",CAR,"Balimbé, Site 68","1999 - Société préhistoriques et mégalithes dans le nord-ouest de la République Centrafricaine - British Archaeological Reports 768, Cambridge Monographs in African Archaeology 46. Archeopress, Oxford",NA,NA
OBDY-315,6.1333,15.3333,2490,80,Ancient Iron Age,", Coal",CAR,"B-Kpogbèrè, Site 57","1999 - Société préhistoriques et mégalithes dans le nord-ouest de la République Centrafricaine - British Archaeological Reports 768, Cambridge Monographs in African Archaeology 46. Archeopress, Oxford",NA,NA
Gif-7517,6.1333,15.3333,2500,60,Ancient Iron Age,", Coal",CAR,"Gbayoyo, Site 39","1991 - Etude du megalithisme dans le Nord-Ouest de la république centrafricaine. - Thèse de doctorat des Universités, Université de Paris X - Nanterre, 2 tomes",NA,NA
Gif-1887,5.58,15.33,2560,110,Ancient Iron Age,", Coal",CAR,Béyolé,"1975 - Recherches préhistoriques en République Centrafricaine. - Paris, Société d'Ethnologie, Recherches Oubanguiennes 3.",NA,NA
OBDY-1501,6.1333,15.3333,2600,40,Ancient Iron Age,", Coal",CAR,Dokoko 1 - 78,"2000 - Les occupations néolithiques dans le Nord-Ouest de la République centrafricaine - Ed. Monique Mergoil, Montagnac",NA,NA
OBDY-1515,6.1333,15.3333,2630,40,Ancient Iron Age,", Coal",CAR,Gbabiri 1 - 77,"1999 - Société préhistoriques et mégalithes dans le nord-ouest de la République Centrafricaine - British Archaeological Reports 768, Cambridge Monographs in African Archaeology 46. Archeopress, Oxford",NA,NA
Pa-1538,6.1333,15.3333,2640,40,Ancient Iron Age,", Coal",CAR,"Gbabiri 1, Site 77","2000 - Les occupations néolithiques dans le Nord-Ouest de la République centrafricaine - Ed. Monique Mergoil, Montagnac",NA,NA
LY-5949,8.3833,21.5833,2655,30,Ancient Iron Age,", Coal",CAR,Gonda-Pont,"2008 - La métallurgie du fer en Centrafrique : premiers éléments de synthèse - Revue Centrafricaine d'Anthropologie, 1
",NA,NA
Pa-1446,6.1333,15.3333,2670,40,Ancient Iron Age,", Coal",CAR,"Gbabiri 1, Site 77","2007 - Les Ateliers d'Ôboui. Premières communautés métallurgistes dans le nord-ouest du Centrafrique - Ed. Recherche sur les Civilisations, Paris",NA,NA
Pa-1451,6.1333,15.3333,2680,40,Ancient Iron Age,", Coal",CAR,"Gbabiri 1, Site 77","2007 - Les Ateliers d'Ôboui. Premières communautés métallurgistes dans le nord-ouest du Centrafrique - Ed. Recherche sur les Civilisations, Paris",NA,NA
Si-2655,6.1333,15.3333,2700,70,Ancient Iron Age,", Coal",CAR,Bétumé,"1982 - Tazunu: megalitic monuments of Central Africa - Azania, 71: 44-77.",NA,NA
OBDY-1508,6.1333,15.3333,2920,50,Ancient Iron Age,", Coal",CAR,"Balimbé, Site 68","1999 - Société préhistoriques et mégalithes dans le nord-ouest de la République Centrafricaine - British Archaeological Reports 768, Cambridge Monographs in African Archaeology 46. Archeopress, Oxford",NA,NA
Loean 135,6.1333,15.3333,3598,30,Ancient Iron Age,", Coal",CAR,Bouboun,"2010 - On the Iron Front: New Evidence from Nort-Central Africa - Journal of African Archaeology, 8, 1: 7-23",NA,NA
Pa-2130,6.1333,15.3333,3635,35,Ancient Iron Age,", Coal",CAR,Ôboui,"2007 - Les Ateliers d'Ôboui. Premières communautés métallurgistes dans le nord-ouest du Centrafrique - Ed. Recherche sur les Civilisations, Paris",NA,NA
Pa-2223,6.1333,15.3333,3645,35,Ancient Iron Age,", Coal",CAR,Ôboui,"2007 - Les Ateliers d'Ôboui. Premières communautés métallurgistes dans le nord-ouest du Centrafrique - Ed. Recherche sur les Civilisations, Paris",NA,NA
Pa-2095,6.1333,15.3333,3665,30,Ancient Iron Age,", Coal",CAR,Ôboui,"2007 - Les Ateliers d'Ôboui. Premières communautés métallurgistes dans le nord-ouest du Centrafrique - Ed. Recherche sur les Civilisations, Paris",NA,NA
Pa-2084,6.1333,15.3333,3675,30,Ancient Iron Age,", Coal",CAR,Ôboui,"2007 - Les Ateliers d'Ôboui. Premières communautés métallurgistes dans le nord-ouest du Centrafrique - Ed. Recherche sur les Civilisations, Paris",NA,NA
Pa-2203,6.1333,15.3333,3690,40,Ancient Iron Age,", Coal",CAR,Ôboui,"2007 - Les Ateliers d'Ôboui. Premières communautés métallurgistes dans le nord-ouest du Centrafrique - Ed. Recherche sur les Civilisations, Paris",NA,NA
Pa-2202,6.1333,15.3333,3695,40,Ancient Iron Age,", Coal",CAR,Ôboui,"2007 - Les Ateliers d'Ôboui. Premières communautés métallurgistes dans le nord-ouest du Centrafrique - Ed. Recherche sur les Civilisations, Paris",NA,NA
Loean 132,6.495,14.4154,3707,29,Ancient Iron Age,", Coal",Cameroon,Gbatoro,"2010 - On the Iron Front: New Evidence from Nort-Central Africa - Journal of African Archaeology, 8, 1: 7-23",NA,NA
Pa-2196,6.1333,15.3333,3790,35,Ancient Iron Age,", Coal",CAR,Ôboui,"2007 - Les Ateliers d'Ôboui. Premières communautés métallurgistes dans le nord-ouest du Centrafrique - Ed. Recherche sur les Civilisations, Paris",NA,NA
Pa-3835,6.495,14.4154,3835,30,Ancient Iron Age,", Coal",Cameroon,Gbatoro,"2010 - On the Iron Front: New Evidence from Nort-Central Africa - Journal of African Archaeology, 8, 1: 7-23",NA,NA
Ly-10379,6.1333,15.3333,1720,35,Ancient Iron Age,", Coalanek kichui",CAR,Ôboui,"2007 - Les Ateliers d'Ôboui. Premières communautés métallurgistes dans le nord-ouest du Centrafrique - Ed. Recherche sur les Civilisations, Paris.",NA,NA
KIA-33072,2.3775,9.8311,1705,25,Ancient Iron Age,", Fruits, Charred Granins",Cameroon,Campo,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
Beta-74283,0.5056,9.4167,930,50,Recent Iron Age,", Noix de palme",Gabon,Agondjé,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Lv-1513,-0.1278,11.5889,3560,75,Neolithic,"Ceramics Coal Grindstones Palm nuts Stones, Coal",Gabon,Mont Brazza,"1993 - Préhistoire de la moyenne vallée de l'Ogooué (Gabon) - TDM, 96, Paris éd. De l'ORSTOM",NA,NA
Beta-14831,0.5,9.3833,5710,80,LSA,Ceramics Coal Lithics,Gabon,Sablieres,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Beta-17061,0.3222,9.3478,3400,70,Neolithic,"Ceramics Coal Lithics, Coal",Gabon,Rivière Denis 2,"2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon. Quatre millénaire d'interactions entre l'homme et son milieu. - Thèse de Doctorat, Université Libre de Bruxelles",NA,NA
Lv-1516,-1.6333,13.55,2440,70,Neolithic,"Ceramics Coal Outils polis, Coal",Gabon,Makana,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Beta-14825,0.2008,10.0825,2460,70,Neolithic,"Ceramics Coal Palm nuts, Coal",Gabon,Kango 5,"1986 - Métallurgie ancienne du fer au Gabon : Premiers élémnts de synthèse - Muntu, 4-5, 47-55",NA,NA
Beta-46141,-1.4052,10.0713,2390,50,Neolithic,"Ceramics Coal, Coal",Gabon,Ofoubou 5,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Lv-1942,3.3628,11.5072,2400,60,Ancient Iron Age,"Ceramics Domesticated animals Wild animals Lithics, Pit Features, Palm Nuts, Coal",Cameroon,Nkang,"1992 - Ndindan: archaeological synthesis of a site dating back to three millenia ago in Yaounde (Cameroon) - L'Anthropologie,106: 159-172.",NA,NA
Lv-1944,3.3628,11.5072,2480,110,Ancient Iron Age,"Ceramics Domesticated animals Wild animals Lithics, Pit Features, Palm Nuts, Coal",Cameroon,Nkang,"1992 - Ndindan: archaeological synthesis of a site dating back to three millenia ago in Yaounde (Cameroon) - L'Anthropologie,106: 159-172.",NA,NA
Lv-1943,3.3628,11.5072,2490,80,Ancient Iron Age,"Ceramics Domesticated animals Wild animals Lithics, Pit Features, Palm Nuts, Coal",Cameroon,Nkang,"1992 - Ndindan: archaeological synthesis of a site dating back to three millenia ago in Yaounde (Cameroon) - L'Anthropologie,106: 159-172.",NA,NA
Lv-1940,3.3628,11.5072,2580,110,Neolithic / Ancient Iron Age,"Ceramics Domesticated animals Wild animals Lithics, Pit Features, Palm Nuts, Coal",Cameroon,Nkang,"1992 - Ndindan: archaeological synthesis of a site dating back to three millenia ago in Yaounde (Cameroon) - L'Anthropologie,106: 159-172",NA,NA
Gif-8138,-0.18,11.36,1910,40,Ancient Iron Age,"Ceramics groupe Okanda, Coal, Iron Metallurgy, Pit Features, Coal",Gabon,Lindili 1,"1993 - Préhistoire de la moyenne vallée de l'Ogooué (Gabon) - TDM, 96, Paris éd. De l'ORSTOM.",NA,NA
KIA-27031/1,2.4678,11.1678,2429,30,Ancient Iron Age,"Ceramics Iron Metallurgy, Coal",Cameroon,Akonétye,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
Lv-289,-4.4142,15.3308,6280,130,LSA,Ceramics Lithics,DRC,Kizenzu,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Hv-8965,5.85,10.0667,6980,260,LSA,Ceramics Lithics,Cameroon,Shum Laka,"1992 - Sedentarisation, agriculture et metallurgie du Sud-Cameroun: synth√®se des recherches depuis 1978 - In: Essomba J.-M. Ed. ''L'archeologie au Cameroun : Actes du premier colloque international de Yaounde (6-9 janvier 1986)'' Karthala, p. 247-162",1,1
Tx-5956,-4.6833,11.9167,2880,90,Neolithic,"Ceramics Lithics, ",Congo,Tchissanga,"1990 - Paysages quaternaires de l'Afrique centrale atlantique - ORSTOM ed., Paris",NA,NA
Gif-7525,-0.2083,11.5944,2280,80,Neolithic,"Ceramics type Okala, Eclat poli, Pit Features, Coal",Gabon,Lopé 12,"1993 - Préhistoire de la moyenne vallée de l'Ogooué (Gabon) - TDM, 96, Paris éd. De l'ORSTOM.",NA,NA
Ly-3771,6.2826,11.2638,65,25,Recent Iron Age,"Ceramics, ",Cameroon,Ndéba (Somié),"2015 - Notes sur Ndéba, une enceinte fortifiée à la frontière du Cameroun et du Nigéria. Réflexions préliminaires entre archéologie et histoire - Afrique : Archéologie & Art, n°11",NA,NA
Poz-66605,6.2826,11.2638,115,30,Recent Iron Age,"Ceramics, ",Cameroon,Ndéba (Somié),"2015 - Notes sur Ndéba, une enceinte fortifiée à la frontière du Cameroun et du Nigéria. Réflexions préliminaires entre archéologie et histoire - Afrique : Archéologie & Art, n°11",NA,NA
Poz-66603,6.2826,11.2638,130,30,Recent Iron Age,"Ceramics, ",Cameroon,Ndéba (Somié),"2015 - Notes sur Ndéba, une enceinte fortifiée à la frontière du Cameroun et du Nigéria. Réflexions préliminaires entre archéologie et histoire - Afrique : Archéologie & Art, n°11",NA,NA
Hv-9561,-0.0833,18.6667,145,55,Recent Iron Age,"Ceramics, ",DRC,Nkile,"1982 - New Survey of Archaeological Research and Dates for West-Central and North-Central Africa - The Journal of African History, 23: 1-15.",NA,NA
KI-4608,4,11.4167,160,30,Recent Iron Age,"Ceramics, ",Cameroon,Ekak,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
SacA 31428,2.4132,12.5444,210,30,Recent Iron Age,"Ceramics, ",Cameroon,Avebe,"2015 - L'Ancient Iron Age dans le bloc forestier du sud Cameroun: nouvelles données entre Sangmélima et Mintom - Azania: Archaeological Research in Africa, Vol 50 (3), p. 402-417",NA,NA
GrN-7218,-4.2833,15.2667,220,30,Recent Iron Age,"Ceramics, ",DRC,Gombe,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505.",NA,NA
Hv-11578,0.0667,18.25,230,110,Recent Iron Age,"Ceramics, ",DRC,Mbandaka,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148.",NA,NA
Hv-6259,-5.733,14.4554,230,95,Recent Iron Age,"Ceramics, ",DRC,Lovo,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505.",NA,NA
Gif-9862,-0.2083,11.5944,250,40,Recent Iron Age,"Ceramics, ",Gabon,Lopé 10,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Hv-6262,-4.33,15.33,305,80,Recent Iron Age,"Ceramics, ",DRC,Kingabwa,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505.",NA,NA
Gif-7439,-4.1833,15.15,440,50,Recent Iron Age,"Ceramics, ",Congo,Bime,"1990 - Paysages quaternaires de l'Afrique centrale atlantique - ORSTOM ed., Paris.",NA,NA
Gif-4280,12.2,14.6833,500,60,Recent Iron Age,"Ceramics, ",Cameroon,Sou Blame Radjil,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148.",NA,NA
Hv-8916,-0.0833,18.6667,625,50,Recent Iron Age,"Ceramics, ",DRC,Nkile,"1982 - New Survey of Archaeological Research and Dates for West-Central and North-Central Africa - The Journal of African History, 23: 1-15.",NA,NA
Gif-11343,-0.1578,11.6111,720,30,Recent Iron Age,"Ceramics, ",Gabon,Lopé 5,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Hv-11571,-0.2,18.8833,730,75,Recent Iron Age,"Ceramics, ",DRC,Longa,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148.",NA,NA
Ly-10315,4.543,13.503,755,50,Recent Iron Age,"Ceramics, ",Cameroon,Pk 2-53 500-725,2001 - Surveillance archéologique de l’axe routier Bertoua Garoua Boulaï - Rapport final.,NA,NA
Hv-12206,0.0667,18.25,810,90,Recent Iron Age,"Ceramics, ",DRC,Mbandaka,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148.",NA,NA
Gif-10327,-0.2083,11.5944,820,60,Recent Iron Age,"Ceramics, ",Gabon,Lopé 15,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Beta-165714,2.7889,9.8894,1280,70,Ancient Iron Age,"Ceramics, ",Cameroon,Eboundja 3,2013 - Les traditions céramiques dans leur contexte archéologique sur le littoral camerounais (Kribi-Campo) de 3000 a 500 BP. - Thèse de Doctorat : Université Libre de Bruxelles.,NA,NA
Ly-10313,4.472,13.505,1325,70,Ancient Iron Age,"Ceramics, ",Cameroon,Ouélé Maroua (Pk 37 900-38 4440),2001 - Surveillance archéologique de l’axe routier Bertoua Garoua Boulaï - Rapport final.,NA,NA
GrN-13076,-0.0141,20.2122,1450,45,Ancient Iron Age,"Ceramics, ",DRC,Isaka,"1987 - Imbonga and Batalimo : ceramic evidence for early settlement of the equatorial rain forest - The African Archaoelogical Review, 5: 129-145.",NA,NA
